replication,Flat table K0,AI typed lift Ktheta,AI plus source/availability audit Ktheta+E,Post-index source certificate Kpost,Prospective reference KP
4651,0.1298157254644669,0.3327160121033621,0.2248005732777904,0.1298157254644669,0.2252113136979897
4652,0.1389999999999999,0.3542906335813856,0.2565812671627712,0.1389999999999999,0.2706599034574364
4653,0.11950000000000002,0.306643332564332,0.187286665128664,0.11950000000000002,0.25973701058852494
4654,0.14971372324633175,0.35641616877422466,0.24540489105578578,0.14971372324633175,0.1847618880132702
4655,0.1502698443205843,0.3573786619837752,0.25021763532638186,0.1502698443205843,0.2149576092345441
4656,0.13940372491804465,0.34785183456825547,0.24089621930042168,0.13940372491804465,0.216555501930502
4657,0.16187270819062732,0.38015283432425956,0.27456025226726455,0.16187270819062732,0.27116524163293154
4658,0.11139659446319948,0.3264430387133145,0.24009288850022997,0.11139659446319948,0.2934956676216155
4659,0.13802399329670142,0.37183032523745396,0.28561266388150497,0.13802399329670142,0.2689058092010848
4660,0.15262818312389223,0.35014347975430565,0.2290305932608268,0.15262818312389223,0.1813844893431663
4661,0.14403049325019732,0.36160300282668223,0.2621450191529699,0.14403049325019732,0.3407037698412698
4662,0.137910394265233,0.35205342274411244,0.25428605695775885,0.137910394265233,0.14069116669712856
4663,0.17906082432973186,0.39947145507375975,0.29482126148805576,0.17906082432973186,0.3946666666666666
4664,0.18170208083233283,0.4296427376306457,0.34888131359662566,0.18170208083233283,0.29940691693867727
4665,0.11798827707209217,0.3280357686544852,0.2290949831647861,0.11798827707209217,0.2599037620297463
4666,0.13821319044815816,0.3430997887417593,0.23777319658720228,0.13821319044815816,0.2514837407177559
4667,0.12784468802968427,0.3371966481112299,0.2337039201630912,0.12784468802968427,0.173869849389031
4668,0.11564047642878594,0.3075282957221538,0.19177563858673563,0.11564047642878594,0.33446376609167305
4669,0.13857850922131137,0.34932256174292653,0.24548810504323024,0.13857850922131137,0.26620679912215967
4670,0.167909220633148,0.35157012019850625,0.21432179913071647,0.167909220633148,0.25585134759655453
4671,0.14537339674304653,0.3646990152301356,0.2666512369741782,0.14537339674304653,0.1793860983701276
4672,0.13655874591027223,0.3235422472602091,0.19596700269987372,0.13655874591027223,0.28564471155030935
4673,0.14701556953565528,0.35315744958189366,0.2452837600924768,0.14701556953565528,0.18348894308943092
4674,0.1387788461538462,0.36351820718395145,0.2784787220602105,0.1387788461538462,0.3036535934053175
4675,0.15740381446103127,0.3871576394402414,0.29750764995842016,0.15740381446103127,0.19674918409116054
4676,0.10468269230769238,0.29300722226895914,0.1826490599225336,0.10468269230769238,0.35296773703095535
4677,0.13840245775729657,0.3423260398708328,0.23284716422707255,0.13840245775729657,0.22614694512622724
4678,0.12975087601267063,0.328568802533569,0.21963585304179684,0.12975087601267063,0.35503049053896507
4679,0.14429070660522272,0.33527307602160117,0.21096473883275696,0.14429070660522272,0.24634710570194446
